Well ID	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	SPL13	SPL14	SPL15	SPL16	SPL17	SPL18	SPL19	SPL20	SPL21	SPL22	SPL23	SPL24	SPL25	SPL26	SPL27	SPL28	SPL29	SPL30	SPL31	SPL32	SPL33	SPL34	SPL35	SPL36	SPL37	SPL38	SPL39	SPL40	SPL41	SPL42	SPL43	SPL44	SPL45	SPL46	SPL47	SPL48	SPL49	SPL50	SPL51	SPL52	SPL53	SPL54	SPL55	SPL56	SPL57	SPL58	SPL59	SPL60	SPL61	SPL62	SPL63	SPL64	SPL65	SPL66	SPL67	SPL68	SPL69	SPL70	SPL71	SPL72	SPL73	SPL74	SPL75	SPL76	SPL77	SPL78	SPL79	SPL80	SPL81	SPL82	SPL83	SPL84	SPL85	SPL86	SPL87	SPL88	SPL89	SPL90	SPL91	SPL92	SPL93	SPL94	SPL95	SPL96	
Well	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	
2751	30,0	15759	14674	13690	16105	16791	15644	17333	17433	16992	17656	17049	20064	14717	14688	14262	16186	16120	15964	18440	19997	18964	18156	17540	17816	15250	15920	14484	15849	15884	15745	18749	18831	17956	17891	17747	17020	14301	15624	14610	15802	14733	14913	17531	18001	17263	16676	16482	17449	14112	15311	14288	15644	15508	14160	15709	16933	16385	16086	15716	14839	15237	15916	14556	15641	15347	15213	15573	17189	16959	14619	15276	15240	14475	16341	14219	20699	15259	15046	15238	16866	16849	14718	15330	14269	15006	14922	13672	15746	14658	15077	15314	17144	16121	14027	14725	13992
2772	30,0	15552	14173	13701	15969	16696	15597	17242	17786	16738	17788	17121	19975	14527	14628	14117	16322	15863	16004	18330	19983	19324	18115	17843	17787	15380	16017	14548	15745	15911	15652	18520	18872	17973	17844	17572	17083	14299	15637	14943	15714	14641	14950	17342	17959	17201	16584	16660	17252	14053	15198	14294	15791	15630	14200	15756	17312	16286	15967	15872	14819	15117	15378	14616	15708	15399	15180	15579	17294	16882	14684	15339	15205	14542	16315	14214	20816	15279	15034	15275	17083	16927	14740	15381	14174	14932	14972	13594	15762	14665	15006	15298	17138	16075	14023	14678	13756
2793	30,0	15882	14250	13888	16044	16652	15545	17326	17611	16825	17634	16972	19787	14613	14646	14059	16106	15827	16235	18362	20139	19098	18142	17761	17647	15177	15931	14506	15692	15868	15741	18393	18784	17886	17743	17694	16969	14240	15506	14490	15747	14705	14901	17642	18152	17166	16735	16412	17472	14058	15450	14160	15887	15541	14140	15723	17106	16340	15794	15915	14745	15496	15557	14622	15688	15335	15332	15590	17049	16829	14544	15207	15089	14545	16209	14268	20880	15297	15167	15336	16838	16795	14847	15409	14164	15025	15008	13789	15892	14727	15106	15301	17044	16164	13886	14701	13909
2814	30,1	15633	14207	13725	16164	16668	15477	17201	17495	16939	17694	16906	19865	14548	14657	14273	16303	16010	15999	18155	19977	19100	18195	17330	18087	15364	15742	14442	15755	16029	15401	19172	18617	17905	17728	17615	17053	14272	15464	14596	15615	14656	14938	17434	18244	17257	16661	16621	17384	14089	15558	14281	15803	15562	14251	15717	17150	16357	15966	15932	14906	15210	15519	14473	15566	15478	15224	15848	17144	16806	14738	15341	15323	14518	16402	14366	20615	15207	15179	15267	16951	16870	14662	15304	14217	15021	14828	13761	15948	14736	15086	15254	17283	16086	13826	14689	13848
2835	30,0	15962	14192	13695	15899	16651	15696	17168	17522	16876	17662	17289	19963	14582	14717	14262	16220	15755	15698	18480	20017	19229	18094	17425	17785	15245	15722	14501	15720	15982	15493	18547	18672	17902	17594	17617	17206	14389	15549	14672	15541	14607	15013	17476	17917	17196	16836	16502	17240	14038	15466	14180	15745	15940	14235	15746	17095	16510	16085	15873	14839	15212	15517	14577	15901	15309	15450	15722	17134	16960	14732	15418	15258	14607	16266	14275	20605	15357	15184	15260	16789	16851	14872	15402	14329	14900	15053	13618	15973	14882	15013	15362	17170	16080	13876	14824	13851
2856	30,0	15768	14694	13689	15856	16604	15470	17223	17548	16755	17721	16944	19859	14466	14644	14194	16250	16074	15646	18297	20074	19094	18157	17434	17846	14851	16074	14561	15757	16128	15543	18968	18864	17777	17769	17754	17137	14275	15406	14625	15824	14853	14882	17506	17966	17304	16648	16546	17575	14057	15339	14279	15603	15658	14204	15753	17345	16315	15950	15850	14776	14974	15524	14640	15718	15257	15185	15587	17444	16848	14533	15338	15310	14522	16380	14305	20856	15293	15039	15102	17197	16878	14800	15357	14375	15167	14838	13691	15803	14760	15164	15511	17174	16075	14072	14686	13826
2877	30,0	15755	15163	13716	15894	16733	15510	17388	17703	16975	17551	17371	19933	14632	14714	14214	16119	15648	16079	18303	19404	19194	18085	17640	17934	15217	15855	14595	15877	15652	15494	18942	18799	18014	17822	17709	17103	14221	15527	14495	15829	14743	14944	17603	18086	17365	16613	16634	17338	13952	15305	14254	15770	15885	14168	15898	17202	16251	15922	15839	14751	15198	15578	14622	15567	15480	15368	15698	17160	16819	14766	15278	15106	14567	16347	14145	20547	15402	15244	15293	17144	16763	14870	15390	14269	15058	14898	13708	15651	14666	15214	15517	17278	16109	13951	14717	13912
2898	30,1	15694	14733	13548	15970	16779	15535	17464	17619	16986	17613	17259	19961	14562	14822	13961	16188	15784	15673	18548	20134	19266	18049	17397	17590	15118	15764	14589	15978	15886	15393	18717	18545	17817	17821	17823	17214	14127	15504	14588	15852	14724	14969	17525	18023	17523	16584	16489	17501	14146	15195	14011	15870	15658	14167	15676	17061	16265	15942	15848	14832	18669	15718	14635	15765	15407	15083	15567	17183	16871	14748	15260	15296	14521	16314	14243	20607	15373	15208	15246	17001	16898	14788	15294	14278	14983	15041	13839	15734	14840	14925	15434	16967	16166	14004	14726	13782
2919	30,0	16084	14663	13798	16356	16812	15507	17351	17550	16838	17634	16930	19742	14760	14545	14130	16169	15714	15981	18381	19423	19051	18059	17530	17827	14088	15555	14544	15630	16016	15639	18634	18722	17811	17929	17569	17125	14308	15411	14777	15916	14773	14887	17593	17977	17271	16743	16549	17368	13991	15434	14172	15774	15703	14102	15676	17133	16392	15907	15713	14908	15215	15492	14518	15738	15412	15223	15763	17073	16859	14553	15210	15261	14431	16368	14301	20583	15174	15068	15344	16979	16797	14710	15272	14177	14913	15006	13750	15609	14650	15035	15367	17150	16033	13876	14691	13982
2940	30,0	15724	14911	13622	15931	16695	15548	17250	17707	16796	17642	16998	20041	14564	14681	14253	16304	15945	16001	18478	19295	19124	18139	17536	17820	14150	15845	14526	15792	15882	15473	18675	18686	17961	17758	17454	17089	14218	15495	14549	15699	14770	14986	17539	17999	17186	16563	16560	17194	14115	15214	14188	15711	15653	14303	15903	17168	16564	15859	15927	14881	15274	15582	14651	15614	15305	15372	15681	17004	16777	14523	15269	15140	14505	16279	14352	20599	15271	15179	15261	17165	16932	14770	15372	14060	14866	14953	13757	15602	14742	15138	15485	17159	16106	13948	14536	13924
2961	30,0	15805	14281	13709	16042	16745	15531	17267	17804	16985	17062	16973	19908	14660	14773	14349	16064	15875	15739	18348	19448	19253	18039	17409	17632	16094	15846	14580	15515	15945	15837	18660	18592	17958	17669	17678	17244	14293	15522	14640	15609	14828	15004	17588	18115	17156	16529	16563	17475	14023	15417	14375	15708	15588	14256	15796	17141	16386	15802	15838	14834	15128	15471	14587	15642	15591	15313	15617	17089	16672	14532	15280	15644	14355	16352	14360	20844	15253	15212	15331	16865	16787	14720	15307	14223	14815	14963	13690	15713	14910	14881	15412	17335	16164	14077	14700	13868
2982	30,0	15682	14707	13690	16007	16715	15483	17209	17460	16830	16987	17034	19971	14592	14653	14195	16315	15822	15855	18515	19336	19209	18233	17563	17808	14029	15842	14378	15817	15824	15586	18535	18885	17904	17718	17505	17040	14430	15553	15031	15615	14819	14837	17615	17925	17302	16676	16505	17553	14125	15417	14268	15688	15619	14228	15718	17131	16366	15820	16102	14698	15213	15673	14425	15671	15545	15163	15590	17117	16861	14653	15271	15332	14363	16400	14190	20800	15271	15089	15455	16862	16979	14684	15300	14364	14894	14870	13763	15716	14689	15006	15226	17325	16479	13995	14640	13870
3003	30,0	15739	14263	13665	15933	16693	15748	17290	17489	16980	17197	16889	19775	14606	14437	14164	16247	15971	15703	18249	19377	19278	18201	17726	17950	14331	15835	14553	15544	15781	15628	18750	18770	18130	17867	17754	17034	14306	15427	14549	15809	14732	14924	17460	18065	17218	16699	16457	17444	14030	15190	14332	15693	15566	14294	15834	17198	16457	15864	15791	14992	15161	15621	14529	15733	15426	15171	15620	17190	16661	14612	15306	15379	14514	16418	14336	20615	15163	15101	15336	16916	17013	14743	15247	14312	15002	14872	13784	15821	14541	15065	15334	17194	16207	14104	14671	13770
3024	30,0	15856	14289	13782	15861	16743	15628	17237	17455	16707	17415	17021	19882	14601	14626	14189	16192	15752	15892	18329	19635	19227	18224	17483	17689	14161	15768	14552	15861	15819	15664	18543	18929	17830	17700	17564	16878	14392	15491	14388	15775	14597	14786	17644	18008	17376	16681	16808	17493	14052	15384	14166	15739	15653	14116	15621	17095	16378	15908	15804	14885	15204	15794	14699	15757	15522	15136	15512	17067	16966	14673	15278	15159	14470	16416	14342	20903	15253	15190	15245	16948	16899	14727	15400	14368	15086	14869	13828	15826	14718	14944	15274	17122	16382	14024	14644	13848
3045	30,0	15629	14252	13766	15844	16722	15680	17172	17568	16901	17509	16947	19621	14736	14772	14164	16260	16087	15824	18263	19250	19118	18186	17541	17864	14027	15891	14542	15716	15701	15590	18524	18815	17906	17758	17579	17061	14408	15781	14571	15856	14705	14864	17569	18132	17180	16665	16551	17285	14177	15437	14199	15712	15593	14129	15717	17216	16285	15807	15783	14731	15489	15741	14570	15710	15428	15205	15665	17135	16811	14638	15212	15092	14388	16285	14357	20732	15244	15180	15176	16858	16854	14572	15331	14188	14989	15014	13744	15663	14707	14991	15245	17029	16138	14104	14598	13648
3066	30,1	15829	14890	13667	15933	16571	15453	17304	17593	16943	17212	16940	19852	14461	14694	14220	16217	15836	15886	18362	19191	19278	18119	17643	17652	14069	15934	14504	15661	15727	15560	18923	18751	17958	17779	17623	16948	14269	15595	14644	15747	14595	14628	17359	18078	17433	16551	16763	17286	13956	15389	14188	15677	15756	14151	15686	16998	16381	15924	15798	14826	15011	15465	14481	15820	15407	15225	15575	17137	16843	14675	15227	15120	14461	16428	14194	20588	15389	15168	15190	16923	16946	14763	15245	14168	14877	15045	13781	15714	14633	14867	15366	17044	16197	13965	14686	13771
3087	30,0	15844	14232	13687	16084	16654	15528	17331	17471	16913	17405	17099	19835	14492	14861	14173	16105	16094	16008	18357	19426	19261	18064	17460	17783	14097	15856	14719	15611	15815	15464	18879	18652	17887	17747	17745	17108	14364	15594	14929	15741	14678	14802	17531	18130	17362	16693	16587	17463	14035	15217	14109	15664	15577	14192	15841	17173	16495	15875	15672	14766	15122	15697	14604	15682	15553	15203	15672	17036	16981	14692	15219	15185	14684	16171	14260	20793	15208	15304	15205	17006	16845	14717	15259	14173	14900	14919	13690	15544	14567	15235	15384	16962	16085	13982	14568	13858
3108	30,0	15770	14656	13738	16093	16647	15690	17209	17606	16824	17215	17022	19873	14452	14609	14274	16120	15758	15831	18330	19217	19354	18297	17625	17903	14935	15787	14495	15918	16293	15984	18812	18675	17898	17805	17566	17054	14451	15534	14649	15843	14638	14796	17340	17922	17343	16773	16405	17371	14097	15290	14326	15709	15601	14253	15839	17132	16457	15901	15902	14904	15130	15431	14572	15748	15409	15244	15623	17166	16730	14642	15123	15165	14486	16439	14248	20952	15166	15123	15278	16996	16802	14621	15114	14314	14896	14851	13685	15856	14771	15068	15345	36752	16166	14063	14676	13944
3129	30,0	15892	14311	13686	16250	16669	15520	17365	17650	16939	17159	16969	19892	14747	14769	14263	16202	15760	15739	18500	20106	19027	18018	17664	17839	13947	14891	14581	15746	15795	15487	18663	18648	18311	17618	17769	17069	14215	15634	14640	15614	14594	14956	17423	18104	17313	16603	16589	17578	13953	15389	14265	15728	15519	14072	15841	17365	16440	15788	15840	14877	15148	15489	14449	15682	15412	15247	15712	17021	16862	14703	15266	15215	14539	16270	14241	20447	15165	15247	15278	16956	16933	14676	15323	14345	14854	14765	13783	15901	14648	14958	15370	17243	16029	13984	14807	13933
3150	30,0	15770	14161	13767	15995	16750	15461	17223	17587	17056	17256	17026	19884	14640	14904	14107	16116	15676	15664	18468	19471	19174	18064	17730	17820	13977	15761	14488	15792	15822	15893	18370	18914	18008	17683	17639	17172	14366	15577	14440	15768	14798	14853	17396	18140	17357	16571	16551	17284	14092	15293	14210	15882	15452	14288	15694	17023	16292	15811	15763	14834	15076	15768	14498	15714	15345	15258	15575	16985	16874	14647	15221	15141	14503	16172	14234	20689	15203	15223	15186	16833	16857	14675	15284	14228	14861	14800	13741	15521	14650	15025	15420	17090	16025	13935	14572	13787
3171	30,0	15851	14224	13740	15771	16521	15419	17267	17515	16989	17293	17014	19888	14563	14695	14179	16079	15757	15721	18147	19155	19196	18125	17420	17861	14139	15680	14443	15731	15699	15559	18468	18816	17813	17842	17630	17234	14367	15500	14424	15783	14612	14985	17574	18101	17338	16612	16510	17393	13977	15215	14283	15849	15547	14334	15799	17090	16338	15810	15799	14767	15157	15851	14572	15889	15438	15084	15639	17064	16919	14532	15276	15137	14490	16430	14290	20505	15396	15020	15579	16891	16789	14730	15312	14141	15002	14954	13684	15567	14770	14890	15379	17186	16097	13983	14606	13894
3192	30,0	15699	14457	13847	16002	16778	15504	17187	17441	16874	17309	16897	19666	14531	14735	14212	16186	15707	15797	18238	19339	19106	18026	17397	17688	13935	14833	14622	15751	16017	15558	18631	18859	17891	18013	17781	17188	14181	15481	14782	15741	14803	14890	17573	18076	17324	16605	16481	17562	14119	15458	14229	15670	15712	14333	15795	17111	16477	15810	15802	14708	14409	15637	14498	15728	15474	15118	15535	16931	16699	14645	15126	15112	14606	16213	14158	20686	15270	15083	15207	17029	16870	14640	15374	14267	14824	14764	13686	15693	14733	14964	15294	22046	16101	13961	14646	14011
3213	30,0	15899	14780	13870	16062	16685	15621	17220	17386	16993	17365	17311	20042	14542	14669	14135	16127	16135	15768	18341	20197	19257	18057	17435	17781	14936	15672	14517	15515	15714	15645	18684	18924	17954	17620	17667	17003	14395	15455	14538	15564	14637	14939	17682	18169	17359	16583	16441	17462	13919	15364	14322	15668	15654	14122	15877	16977	16354	15719	15673	14980	14677	15633	14514	15889	15554	15008	15639	17119	17024	14681	15368	15271	14661	16466	14462	20704	15240	15140	15143	16829	16866	14489	15359	14208	14829	14999	13652	15813	14628	14960	15326	16938	16198	13898	14734	13968
3234	30,1	15841	14753	13662	15941	16554	15645	17272	17524	17011	17278	17181	19940	14541	14698	14061	16244	15753	15954	18484	19714	19028	18037	17537	17723	14829	15664	14529	15546	15911	15751	18664	18772	17818	18000	17713	17084	14091	15534	14581	15770	14753	14888	17497	18018	17258	16627	16461	17208	13969	15273	14121	15686	15537	14278	15867	16959	16236	15838	15871	14902	14815	15404	14448	15816	15497	15238	15687	16957	16828	14663	15232	15057	14518	16315	14267	20529	15372	15217	15192	16896	16779	14759	15388	14201	14963	14853	13784	15772	14709	15014	15233	16962	16261	13979	14691	14021
3255	30,0	15939	14302	13749	16019	16768	15605	17462	17455	16946	17367	16763	19929	14640	14664	14328	16241	15709	15710	18455	19367	19291	18214	17473	17685	14861	14906	14572	15814	15732	15491	18561	18765	17898	17865	17537	17010	14182	15371	14567	15594	14538	14790	17672	17928	17214	16368	16476	17473	14031	15280	14209	15524	15487	14238	15722	16961	16480	15839	15573	14813	14805	15422	14579	15785	15608	15113	15558	16924	16665	14639	15109	15202	14645	16198	14300	20854	15177	15260	15083	17070	16692	14795	15282	14159	14923	14914	13725	15808	14697	14992	15355	16963	16003	14045	14749	13797
3276	30,0	15712	14124	13600	15994	16512	15584	17315	17508	16877	17283	17070	19868	14487	14629	14213	16270	15841	15688	18380	19553	19273	18033	17459	17789	14822	14921	14514	15658	15758	15427	18561	18833	17786	17811	17655	16975	14591	15426	14513	15665	14633	14983	17478	18012	17307	16570	16514	17375	14080	15306	14383	15748	15594	14289	15707	16995	16436	15674	15762	14859	14858	15699	14510	15610	15365	15260	15761	17024	16877	14663	15358	15236	14486	16331	14187	20541	15265	14988	15275	17231	16813	14608	15367	14210	14959	14889	13703	15717	14677	15176	15363	16943	16129	14149	14521	13755
3297	30,0	16010	14528	13583	15817	16613	15525	17180	17572	16828	17419	17321	19998	14472	14535	14294	16266	15682	15642	18408	19329	19051	17989	17701	17841	14779	14838	14425	15945	15691	15490	18478	18799	17914	17848	17506	17003	14188	15609	14612	15869	14728	14801	17631	18139	17227	16570	16602	17529	13950	15170	14238	15837	15842	14211	15651	17000	16327	15707	15711	14699	14877	15557	14530	15804	15379	15237	15612	17199	16719	14595	15145	15113	14496	16350	14189	20876	15272	15229	15293	17008	16632	14625	15339	14200	14412	14937	13780	15594	14599	15376	15450	17001	16171	14019	14586	13765
3318	30,1	15772	14189	13672	16087	16596	15561	17215	17607	17038	17379	17035	20008	14657	14519	14225	16126	15769	15869	18363	19866	19123	18085	17621	17838	14797	15751	14498	15742	15804	15459	19486	18813	17877	17853	17493	17054	14122	15542	14647	15618	14607	14690	17596	18180	17296	16593	16308	17417	13987	15375	14272	15780	15643	14220	15824	17058	16531	15756	15759	14921	14813	15502	14779	15652	15495	15092	15670	17140	16697	14651	15432	15201	14559	16300	14096	20659	15183	15177	15164	17085	16809	14669	15338	14180	14335	14846	13757	15896	14670	15041	15271	25860	15928	14053	14537	13936
3339	30,0	16008	14270	13774	16133	16640	15599	17101	17658	16778	16913	17000	19753	14482	14522	14137	16078	15818	15726	18396	19980	19239	18073	17470	17681	13990	15738	14650	15736	15718	15552	18763	18806	17786	17773	17588	17050	14275	15572	15147	15900	14495	14989	17590	18263	17316	16415	16473	17333	14037	15270	14178	15606	15609	14323	15792	17194	16353	15805	15872	14808	14900	15546	14567	15728	15650	15436	15677	17054	16842	14674	15234	15022	14594	16499	14200	20881	15443	15219	15138	16999	16827	14478	15340	14286	14826	14982	13707	15783	14659	15151	15271	17081	16037	13887	14638	13833
3360	30,1	15767	14134	13717	16150	16744	15504	17215	17491	16945	16920	17209	19928	14545	14411	14188	16195	15599	15757	18414	19334	19380	18249	17478	17622	14140	15001	14474	15835	15656	15461	18572	18684	17924	18055	17602	16944	14105	15657	14574	15860	14732	14866	17485	18173	17442	16591	16513	17314	13968	15459	14235	15646	15524	14255	15759	16955	16505	15961	15751	14843	14726	15420	14516	15670	15530	15112	15598	17052	16892	14628	15159	15197	14494	16215	14332	20827	15426	15183	15268	16916	16733	14784	15341	14270	14225	14767	13717	15818	14676	14937	15280	17089	16219	14081	14417	13598
3381	30,0	15733	14327	13802	15928	17160	15618	17200	17421	16958	17069	17404	19862	14572	14608	14194	16175	15939	15551	18316	19396	19142	17962	17694	17851	14030	15705	14533	15538	16163	15455	18422	18965	17951	17663	17705	17153	14162	15567	14486	15758	14625	15078	17657	17987	17267	16590	16467	17408	13958	15418	14264	15769	15534	14267	15660	16953	16363	15707	15767	14650	15183	15830	14507	15597	15554	15178	15707	17038	16843	14593	15384	15174	14498	16451	14230	20409	15190	15096	15276	16963	16944	14708	15251	14187	14352	14796	13607	15872	14766	14950	15385	17041	16075	13936	14580	13802
3402	30,1	15733	14460	13746	15996	15448	15433	17196	17700	16933	17068	17291	19823	14620	14654	14279	16232	15819	15608	18321	19248	19131	17985	17418	17942	14291	15921	14606	15596	15774	15468	18611	18859	17964	17869	17489	17059	14020	15765	14696	15646	14672	14816	17490	18000	17419	16614	16515	17304	14038	15186	14302	15727	15544	14269	15656	17262	16275	15702	15576	14863	14941	15407	14668	15754	15577	15161	15522	17167	16743	14619	15194	15202	14433	16338	14282	20607	15265	15088	15147	16672	16768	14591	15260	14068	14282	14885	13797	15850	14649	14963	15149	16934	16142	13988	14581	13824
3423	30,0	15735	14188	13769	16128	15517	15491	17257	17606	17056	16891	16867	19905	14464	14648	14351	16147	15782	15653	18342	19299	19281	17886	17584	17713	13930	14910	14483	15775	15731	15439	18383	18758	18006	17567	17650	16958	14319	15399	14474	15695	14600	14881	17395	18143	17154	16606	16692	17390	14043	15335	14206	15609	15711	14219	15806	17232	16446	15841	15789	14819	14947	15619	14497	15667	15462	15216	15672	17259	16726	14532	15270	15082	14430	16299	14357	20694	15328	15191	15258	17032	16886	14767	15365	14316	14503	14954	13849	15766	14578	14840	15272	16969	16061	13995	14633	13710
3444	30,0	15444	14243	13700	16105	16505	15513	17109	17478	16745	16924	17019	19842	14560	14611	14314	16120	15680	15810	18323	19345	19345	18000	17428	17700	14019	15100	14364	15850	15711	15633	18580	18769	17872	18067	17565	17108	14094	15405	14412	15710	14549	14789	17946	18053	17347	16514	16490	17400	14010	15329	14276	15671	15567	14181	15747	17044	16500	15587	15814	14873	14783	15639	14483	15704	15542	15228	15603	17159	16900	14592	15220	15167	14531	16307	14226	21023	15276	15132	15145	16893	16939	14665	15304	14330	14357	14997	13649	15625	14647	14765	15363	17109	15967	14105	14589	13936
3465	30,0	15771	14136	13681	15865	15413	15753	17203	17669	17090	17304	16774	19739	14636	14530	14067	16225	15632	15769	18376	19298	19314	18147	17434	17558	13979	14876	14523	15883	15723	15441	18584	18802	17930	17824	17493	16975	14141	15580	14361	15741	14639	14999	17526	18101	17279	16631	16409	17341	14031	15242	14262	15808	15484	14232	15642	17214	16424	15861	15827	14766	23596	15404	14630	15773	15372	15057	15561	17077	16790	15623	15287	15167	14373	16335	14241	20795	15280	15077	15248	17018	16880	14622	15242	14124	14225	14833	13697	15880	14805	14863	15185	17726	16204	14060	14516	13900
3486	30,0	14866	14464	13599	15896	15487	15448	17282	17631	17000	16934	17205	19900	14549	14683	14042	16105	15743	15782	18390	19342	19111	18033	17452	17721	14037	15383	14378	15627	15781	15517	18851	18612	18054	17613	17589	17223	14251	15578	14484	15564	14661	14795	17443	18306	17359	16653	16404	17443	13974	15123	14306	15488	15704	14133	15720	17015	16585	15820	15818	14857	15012	15535	14530	15623	15513	15149	15631	16993	16890	14724	15202	15314	14561	16346	14213	20780	15173	15071	15171	16858	16670	14808	15307	14281	14308	14857	13826	15826	14749	14911	15320	16848	16013	13984	14539	13680
3507	30,0	15409	14133	13739	15996	15475	15542	17151	17494	16817	17140	16992	19685	14530	14553	14227	16042	15841	15785	18279	19264	19059	18030	17513	17744	14227	15469	14479	15829	15953	15453	18649	18849	17921	17711	17521	16955	14414	15436	14542	15659	14696	14807	17426	18222	17397	16508	16356	17504	14112	15260	14229	15533	15667	14236	15793	17181	16330	15747	15725	14821	14884	15431	14615	15677	15486	15305	15560	17120	16796	14649	15316	15137	14414	16344	14284	20970	15219	14996	15184	16870	17015	14620	15324	14097	14503	14818	13741	15849	14805	15001	15299	17013	16027	13993	14559	13795
3528	30,0	14799	14712	13645	15810	15509	15502	17197	17326	17027	16889	17238	19846	14398	14601	14074	16139	15747	15687	18602	19477	19193	17954	17592	17762	14207	15154	14450	15633	15877	15985	18520	18580	17813	17837	17654	16980	14250	15654	14539	15737	14681	14917	17399	17994	17440	16586	16493	17345	14137	15411	14207	15578	15363	14198	15704	17072	16474	15803	15816	14823	14777	15449	14551	15672	15475	15135	15612	17123	16886	14667	15375	15195	14405	16299	14199	20628	15325	15152	15229	16956	16754	14574	15299	14353	14266	14947	13669	15499	14746	14875	15325	16815	15968	13829	14613	13695
3549	30,0	14743	14752	13713	16050	15421	15601	17195	17254	17028	16937	17064	19912	14375	14675	14247	16063	15751	15574	18293	19342	19205	17938	17495	17873	14170	14949	14511	15727	15912	15546	18445	18767	17919	17861	17539	17104	14541	15411	14531	15703	14688	14945	17415	18230	17323	16583	16392	17416	13880	15240	14214	15706	15638	14180	15738	17037	16320	15581	15694	14816	14765	15498	14506	15709	15379	15178	15560	17118	16881	14636	15311	15241	14475	16291	14205	20345	15241	15098	15225	17003	16843	14592	15283	14119	14411	14841	13644	15721	14673	14917	15232	16972	16055	14146	14694	13774
3570	30,0	14822	14253	13643	15878	15417	15676	17395	17299	16983	17434	16998	20011	14561	14527	14152	16083	15682	15850	18479	19240	19119	18200	17482	17664	14025	14722	14467	15778	15621	15346	18607	18750	17970	17805	17566	16983	14313	15386	14656	15865	14853	14782	17374	18031	17279	16640	16557	17495	14123	15175	14207	15795	15698	14132	15767	16953	16281	15911	15686	14829	14873	15641	14618	15671	15579	15221	15637	16935	16726	14539	15208	15202	14520	16264	14208	20660	15447	15012	15192	16787	16722	14716	15278	14149	14357	14827	13768	15898	14694	14918	15223	16947	15887	13992	14527	13806
3591	30,0	14550	14268	13635	16001	15366	15393	17202	17489	16900	16883	16966	19708	14457	14762	14082	16022	15723	15910	18406	19162	19100	18195	17608	17767	13965	14786	14450	15670	15923	15540	18582	18821	17925	17558	17557	17029	14195	15447	14423	15733	14638	14782	17483	18040	17331	16719	16517	17402	13928	15264	14367	15632	15595	14137	15653	16987	16434	15843	15752	14971	14909	15462	14586	15570	15381	15120	15454	17073	16816	14774	15345	15184	14541	16295	14219	20768	15139	15218	15192	16932	16747	14595	15400	14358	14342	14865	13670	15513	14617	14960	15277	16868	16024	13922	14592	13957
3612	30,0	14875	14284	13669	15851	15430	15597	17205	17543	16928	17425	16889	20029	14553	14520	14072	16038	15585	15689	18317	19192	19238	18016	17719	17722	14636	15103	14453	15765	15710	15504	18645	18745	17977	17808	17475	16981	14133	15504	14459	15653	14677	15088	17598	18141	17200	16468	16535	17399	13927	15270	14372	15647	15504	14236	15654	16937	16262	15703	15685	14691	14810	15407	14661	15537	15407	15123	15640	17012	16948	14528	15256	15166	14487	16227	14205	20596	15219	15096	15112	16860	16774	14768	15255	14286	14391	14901	13666	15838	14883	14884	15392	16965	15978	14080	14671	13832
3633	30,0	14827	14650	13735	15895	15635	15593	17250	17694	16861	17169	16959	19834	14525	14671	14158	16092	15802	15700	18256	19294	19203	17981	17556	17626	13997	15404	14538	15874	15882	15472	18581	18700	17846	17762	17516	17019	14239	15549	14643	15773	14694	14910	17483	18031	17352	16454	16212	17345	14066	15309	14202	15732	15595	14086	15734	16968	16382	15728	15617	14891	15006	15534	14606	15784	15419	15199	15683	17155	16865	14556	15088	15185	14435	16229	14174	20845	15237	15114	15292	16986	16772	14786	15259	14294	14353	14849	13735	15860	14668	14811	15221	16911	15908	14076	14631	13864
3654	30,0	14487	14282	13731	16091	15353	15337	17264	17472	16861	17505	16879	19660	14689	14568	14200	16132	15556	15833	18357	19291	19179	18130	17417	17717	13977	14802	14364	15792	15683	16080	18491	18761	18078	17842	17475	17008	14228	15421	14370	15857	14555	15015	17461	18015	17270	16859	16625	17333	14103	15209	14150	15706	15467	14186	15672	17052	16316	15705	15707	14765	14878	15568	14505	15672	15427	15262	15548	17013	16819	14615	15190	15201	14415	16251	14249	20838	15091	15115	15095	16874	16774	14797	15255	14489	14349	14770	13557	15632	14446	14921	15208	17059	15958	14051	14623	13808
