Well ID	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	SPL13	SPL14	SPL15	SPL16	SPL17	SPL18	SPL19	SPL20	SPL21	SPL22	SPL23	SPL24	SPL25	SPL26	SPL27	SPL28	SPL29	SPL30	SPL31	SPL32	SPL33	SPL34	SPL35	SPL36	SPL37	SPL38	SPL39	SPL40	SPL41	SPL42	SPL43	SPL44	SPL45	SPL46	SPL47	SPL48	SPL49	SPL50	SPL51	SPL52	SPL53	SPL54	SPL55	SPL56	SPL57	SPL58	SPL59	SPL60	SPL61	SPL62	SPL63	SPL64	SPL65	SPL66	SPL67	SPL68	SPL69	SPL70	SPL71	SPL72	SPL73	SPL74	SPL75	SPL76	SPL77	SPL78	SPL79	SPL80	SPL81	SPL82	SPL83	SPL84	SPL85	SPL86	SPL87	SPL88	SPL89	SPL90	SPL91	SPL92	SPL93	SPL94	SPL95	SPL96	
Well	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	
4977	30,0	14992	14241	13672	15781	15363	15461	17080	17509	16835	16751	17092	19777	14499	14531	13963	15927	15452	15459	18448	20043	19381	17990	17436	17589	13877	14752	14532	15657	15542	15326	18620	18751	17839	17679	17424	17125	14121	15439	14378	15541	14566	14807	17326	18073	17298	16462	16385	17342	13960	15122	14175	15643	15370	13951	15392	16780	16229	15545	15504	14658	14293	15579	14468	15464	15112	14950	15230	17219	16764	14430	15112	15000	14263	16288	14047	20601	14998	15153	15121	16784	16626	14585	15153	14081	14039	14876	13655	16164	14422	14870	15113	17100	15980	13853	14649	13726
4998	30,0	14397	14242	13570	15977	15224	15387	17120	17511	16695	16977	17044	19583	14406	14505	13886	16012	15410	15488	18224	19883	19216	17980	17538	17803	13748	15269	14531	15483	15962	15382	18542	18697	17893	17761	17461	17039	14208	15312	14305	15550	14506	14769	17368	18022	17260	16430	16531	17166	13862	15291	14191	15560	15399	14108	15564	17079	16133	15601	15523	14723	14085	15425	14591	15519	15164	14998	15458	17058	16532	14560	15098	14984	14434	16097	14157	20488	15237	14805	15128	16742	16725	14586	15250	14220	13998	14870	13750	15736	14387	14795	15277	16936	15940	14018	14427	13685
5019	30,0	15079	14156	13551	15741	15308	15380	17312	17478	16790	16985	16989	19700	14401	14291	14128	16244	15251	15462	18435	19819	19011	17969	17482	17521	13941	15297	14472	15536	15554	15298	18585	18544	17879	17751	17376	16907	14206	15198	14464	15434	14532	14699	17361	17865	17246	16521	16388	17328	13873	15229	14178	15508	15583	14108	15710	16974	15982	15437	15607	14645	14276	15390	14510	15653	15262	14937	15494	17036	16578	14563	15029	15118	14474	16067	14268	20322	15159	14987	15109	16602	16740	14538	15185	14106	14141	14776	13709	16067	14453	14803	15198	16853	15982	14046	14712	13725
5040	30,0	14412	14170	13647	15843	15436	15482	17234	17455	16699	16688	16708	19723	14483	14348	14015	16202	15252	15624	18273	19592	19205	17883	17523	17822	14804	14717	14568	15477	15493	15313	18448	18725	17961	17759	17664	17040	14053	15186	14320	15403	14594	14619	17218	17989	17291	16500	16514	17204	13857	15120	14085	15400	15521	14060	15609	16984	16391	15700	15487	14667	14144	15407	14466	15544	15196	14895	15374	16959	16562	14461	15241	14954	14381	16213	14120	20537	15135	14890	15131	16628	16775	14538	15052	14259	14086	14707	13782	15985	14573	14919	15214	16911	16036	13888	14422	13713
5061	30,0	14427	14090	13757	15854	15276	15368	17090	17445	16769	16847	16862	19800	14411	14669	14035	16095	15201	15404	18209	19909	19284	17970	17595	17812	13834	14712	14395	15553	15454	15220	18624	18564	17854	17753	17484	17038	14115	15272	14427	15464	14453	14773	17735	17976	17180	16504	16479	17344	13877	14906	14157	15584	15436	14048	15450	16936	16223	15614	15581	14746	14182	15448	14651	15585	15259	14876	15456	16999	16628	14585	15025	15005	14514	16022	14285	20319	15377	15020	15293	16694	16727	14601	15216	14181	14155	14770	13704	15702	14496	15003	15142	17165	15814	13916	14620	13680
5082	30,0	14273	14084	13772	15660	15333	15531	17218	17313	16826	16751	16959	19741	14412	14478	14078	16042	15672	15529	18206	19734	19184	17930	17506	18169	13794	14651	14542	15515	15397	15427	18447	18549	18080	17718	17551	16973	14264	15315	14366	15497	14344	14761	17490	17932	17307	16334	16457	17356	13866	15047	14015	15627	15508	14107	15565	17001	16318	15635	15484	14653	14241	15618	14518	15511	15179	15068	15435	17112	16750	14558	15165	15193	14321	16092	14167	20598	15108	15060	15225	16672	16672	14657	15143	14305	14050	14812	13788	15723	14510	14904	15227	16701	15938	13878	14495	13748
5103	30,0	15197	14196	13695	15649	15462	15280	17203	17454	16846	16872	16785	19702	14435	14660	14121	16038	15010	15732	18197	19838	19243	18045	17639	18009	13897	14803	14594	15479	15586	15409	18465	18545	17834	17671	17492	17298	14068	15194	14369	15562	14354	14527	17416	18015	17241	16347	16256	17269	13885	15055	14168	15524	15203	13908	15406	17027	16158	15544	15357	14634	14078	15460	14563	15556	15352	15000	15478	17016	16538	14539	15042	15231	14465	16274	14163	20305	15203	15028	15023	16697	16676	14652	15165	14206	13891	14695	13611	15599	14599	14854	15125	16926	15844	13820	14556	13747
5124	30,0	14344	14085	13719	15695	15212	15406	17245	17587	16811	16977	16910	19532	14517	14480	14060	16112	15387	15471	18277	19825	18929	18050	17444	17449	14527	14785	14393	15541	15402	15336	18531	18733	17966	17723	17473	16957	14098	15257	14399	15554	14413	14559	17265	17997	17267	16509	16374	17113	14021	15000	14100	15627	15527	14202	15544	16981	16285	15578	15509	14682	14127	15409	14473	15615	15159	14925	15462	17020	16790	14493	15076	15082	14237	16136	14096	20378	15066	14800	15374	16741	16765	14699	15122	14228	13970	14775	13842	15529	14645	14833	15327	16879	15983	13965	14448	13771
5145	30,0	15137	14117	13653	15690	15386	15410	17109	17467	16789	16819	17109	19577	14341	14515	13827	16002	15888	15619	18189	19583	19165	17833	17500	17591	13882	14891	14506	15498	15555	15249	18434	18485	17891	17657	17399	16904	13906	15287	14386	15536	14490	14694	17110	17927	17220	16350	16390	17117	13936	15304	14161	15494	15211	14023	15594	16960	16319	15604	15525	14594	14286	15431	14596	15648	15167	14779	15427	17085	16778	14514	15118	15121	14410	16073	14139	20340	15220	14898	15032	16576	16638	14749	15139	14048	14186	14669	13690	15707	14462	14902	15129	16758	16014	13934	14610	13724
5166	30,0	14236	14138	13632	15798	15349	15370	17190	17510	16600	16739	16961	19623	14425	14597	13939	16022	15368	15487	18442	19774	19266	18007	17810	17615	13815	14785	14452	15571	15580	15307	18501	18627	17865	17660	17544	16880	14202	15295	14386	15526	14513	14774	17244	17861	17270	16321	16360	17347	13952	15139	14201	15488	15425	14243	15543	17005	16107	15749	15613	14725	14264	15450	14622	15729	15388	15188	15471	16969	16698	14342	15163	15010	14468	16079	14098	20608	15128	14955	15077	16755	17045	14524	15253	14086	14065	14725	13665	15662	14581	14769	15189	16798	15865	13954	14418	13715
5187	30,0	14337	14145	13730	15759	15363	15495	17150	17675	16717	16912	16787	19632	14385	14574	13916	16074	15236	15590	18415	19747	18862	17930	17547	17757	13783	14944	14363	15585	15650	15479	18529	18528	17811	17646	17584	17063	14061	15361	14473	15559	14542	14612	17170	17829	17315	16541	16348	17524	13845	15240	14289	15672	15506	13977	15573	16925	16201	15466	15488	14611	14041	15387	14571	15509	15212	14975	15458	17065	16666	14462	15220	15052	14533	15914	14167	20773	15275	15098	15333	16832	16652	14528	15184	14174	14146	14757	13610	15706	14533	14792	15231	16820	15923	13882	14499	13820
5208	30,0	15256	14337	13763	15736	15379	15616	17167	17415	16799	16919	16756	19690	14455	14478	14133	16084	15384	15471	18457	19881	19281	18034	17328	17743	13870	14729	14519	15635	15498	15325	18679	18525	17967	17689	17437	17070	14142	15468	14310	15525	14746	14723	17422	17933	17136	16349	16493	17312	13877	15088	14164	15461	15493	14041	15462	16928	16225	15674	15508	14537	14131	15296	14419	15534	15208	15010	15374	17008	16684	14532	15125	15043	14244	16180	14225	20353	15061	15019	15074	16884	16721	14683	15202	14218	13967	14826	13714	15639	14646	14819	15243	16957	16137	13958	14445	13685
5229	30,0	14286	14215	13712	15817	15229	15378	17163	17484	16722	17185	16981	19463	14533	14554	13940	16117	15355	15555	18348	19698	19152	17854	17728	17831	13701	14810	14486	15592	15594	15370	18553	18638	18026	17769	17495	17009	14164	15190	14340	15552	14454	14655	17202	17880	17193	16440	16478	17257	13976	15108	14230	15565	15468	14093	15475	16924	16106	15540	15591	14639	14209	15592	14451	15622	15230	15059	15420	17106	16635	15444	15285	15065	14370	16305	14197	20422	15126	15050	15211	16621	16809	14692	15193	14174	13939	14869	13833	15584	14420	14761	15226	16925	16032	13886	14586	13894
5250	30,0	14596	14190	13693	15690	15304	15388	16989	17427	17015	16857	16854	19625	14445	14434	14072	16020	15315	15469	18348	19617	19004	18016	17380	17612	13934	14817	14538	15532	15702	15383	18458	18663	17813	17668	17472	16993	14067	15381	14340	15474	14555	14660	17455	17944	17200	16437	16337	17313	13957	14920	14165	15500	15504	13975	15520	16916	16322	15529	15672	14801	14223	15444	14600	15511	15357	14990	15441	17090	16699	14432	15197	15048	14239	16043	14207	20598	14963	14926	15138	16726	16845	14665	15265	14260	14201	14742	13730	15816	14627	14803	15209	16666	16038	13916	14529	13737
5271	30,0	14321	14209	13711	15701	15144	15387	17316	17560	16895	16899	17054	19639	14357	14539	13983	16015	15275	15623	18142	19770	19274	17981	17569	17710	13769	14627	14519	15559	15742	15389	18497	18537	17829	17517	17635	17097	13989	15242	14335	15806	14507	14795	17155	17846	17209	16316	16340	17189	13870	15094	14122	15482	15548	13937	15725	17078	16099	15527	15622	14652	14372	15561	14459	15474	15113	14985	15475	17005	16666	14534	15218	15041	14379	16290	14122	20428	15019	15034	15193	16853	16751	14423	15283	14185	14108	14893	13818	15747	14626	14795	15209	16768	15858	14050	14594	13706
5292	30,0	14905	14189	13716	15759	15198	15347	17102	17557	16859	16964	17006	19715	14563	14635	14078	15982	15465	15490	18512	19743	19196	18044	17547	17865	13801	15208	14519	15540	15582	15298	18481	18775	17979	17594	17573	16977	14081	15329	14459	15621	14411	14742	17252	18015	17289	16607	16371	17197	14782	15029	14170	15482	15328	14081	15477	17041	16229	15597	15531	14666	14471	15433	14520	15448	15281	14865	15433	17072	16696	14578	15122	15070	14286	16100	14150	20527	15220	15151	15049	16712	16816	14619	15134	14189	14029	14738	13676	15636	14404	14637	15234	16962	16183	13929	14506	13748
5313	30,0	14056	14210	13534	15683	15339	15478	17027	17602	16871	17049	17242	19799	14415	14505	13891	16047	15549	15580	18448	19663	19158	18006	17278	17558	13910	14635	14436	15676	15879	15394	18317	18749	17978	17846	17470	17012	14199	15291	14342	15630	14619	14941	17211	18045	17054	16538	16438	17317	13888	15264	13965	15548	15475	13822	15546	16995	16225	15424	15505	14595	14099	15449	14580	15695	15282	15132	15421	16948	16721	14494	15059	15037	14275	16078	14077	20566	15088	14959	15111	16743	16664	14600	15208	14075	13971	14772	13585	15719	14430	14769	15239	16744	15984	13978	14664	13789
5334	30,1	14316	14199	13561	15802	15408	15522	17185	17371	16863	16985	16958	19806	14371	14387	14079	16045	15229	15555	18381	19930	19279	17884	17435	17476	13860	14753	14444	15666	15759	15207	18643	18664	17929	17658	17533	16956	14346	15290	14433	15395	14498	14760	17345	17890	17175	16388	16462	17303	13792	15262	14167	15479	15358	14062	15688	16979	16005	15537	15736	14523	14195	15506	14357	15456	15477	15090	15424	17055	16681	14441	15006	15049	14419	15972	14221	20466	15120	15014	15073	16806	16661	14468	15164	14079	13965	14841	13732	15492	14594	14749	15231	16800	15941	13987	14491	13824
5355	30,0	14560	14084	13650	15880	15155	15270	17234	17577	16800	17064	17188	19669	14489	14613	14160	15985	15282	15482	18424	19138	19024	18001	17593	17783	13917	14739	14574	15543	15529	15302	18580	18649	17835	17647	17876	16990	14290	15228	14352	15484	14375	14652	17402	18006	17235	16508	16273	17264	15542	15187	14057	15698	15356	14070	15482	16903	16288	15713	15554	14712	14208	15501	14536	15667	15190	15105	15537	16947	16747	14515	15007	14990	14191	16060	14172	20462	15131	14940	15158	16651	16659	14653	15222	14223	13937	14679	13824	15842	14490	14897	15321	16956	16001	13946	14539	13910
5376	30,0	14852	14237	13740	15720	15352	15465	17084	17479	16720	17034	16781	19690	14488	14531	14205	16071	15309	15575	18189	20169	19203	17887	17452	17633	14693	14718	14484	15540	15711	15085	18411	18737	17854	17803	17452	16857	14331	15296	14334	15671	14497	14647	17315	17964	17315	16395	16326	17269	13852	15445	14056	15607	15458	14074	15823	17004	16250	15478	15634	14666	14072	15502	14527	15577	15294	15017	15329	16886	16569	14451	15069	15015	14174	15886	14273	20347	15129	14988	15106	16740	16694	14594	15341	14167	14026	14810	13632	15702	14521	14724	15292	16916	16188	13774	14559	13627
5397	30,0	14329	14161	13594	15728	15295	15476	17071	17447	16918	16775	17099	19591	14523	14474	13940	16161	15339	15563	18364	19057	19160	18052	17719	17833	13770	15401	14483	15499	15666	15401	18480	18631	17965	17920	17465	17023	14043	15252	14297	15494	14412	14626	17360	17890	17189	16222	16339	17090	14066	15114	14261	15432	15389	14100	15619	17027	16283	15497	15576	14650	14052	15295	14551	15512	15171	15019	15514	16822	16698	14320	15255	14857	14270	16123	14183	20605	15058	15219	15130	16640	16711	14525	15217	14115	14042	14797	13623	15884	14435	14682	15248	16764	15794	13870	14295	13737

Read 2:420/50,540/25

Time	T° Read 2:420/50,540/25	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0	30,0	10338	10782	10970	11418	11434	10714	10532	11840	10573	10656	11007	12175	11324	11215	11254	12199	11271	11461	12119	12714	13418	12120	11275	11604	10563	11801	11792	12251	12083	12264	13693	12608	12147	11916	11765	11371	10938	12018	11604	12496	11227	11440	12140	12475	12166	11151	11767	11587	10450	12238	11021	12309	12219	10872	11521	13208	12785	11701	11848	11298	10968	12010	11751	12398	11591	11788	12052	13902	14029	11652	11633	12352	10977	12039	11057	15515	11692	11537	12051	14277	14349	11533	12289	11992	10757	11304	10468	12511	11212	11041	11476	15008	14894	10530	12330	13399
21	30,0	11344	11096	10930	11508	10973	10854	10760	12076	10699	10965	10946	12433	11256	11766	11172	12232	11392	11516	12196	12782	13611	12221	12562	11541	11496	12031	11678	12240	12010	12372	12491	13075	12195	11971	11850	11437	11089	12473	11837	12629	11399	11725	12181	12707	12293	11517	12528	11929	11096	12594	11048	12538	12717	11106	11609	13331	13098	12144	12339	11485	11281	12468	11746	12558	11911	11690	12338	14041	14151	11475	12015	12149	11084	12414	11243	15642	11976	11862	11853	14376	14531	11637	12863	12675	10601	11646	10515	12677	11453	11297	11525	15071	15197	10746	13070	12438
42	30,0	12075	11731	11005	11981	11034	11142	11048	12187	10909	11026	10945	13127	11540	11856	11245	12195	11388	11588	12419	12986	13727	12698	11614	11479	11414	12433	11595	12543	12170	12437	12655	13495	12187	12180	11832	11229	12106	13201	11627	12780	11882	11694	12922	13009	13470	12356	13005	11690	11136	12626	11043	12769	12819	11317	12142	13504	12702	11893	11871	11329	11770	13099	11710	12808	12080	11747	12277	14175	14369	11620	12055	12269	11311	12207	11171	15807	12291	12076	11974	14663	14566	11650	12826	12157	10670	11585	10487	12936	11576	11356	11869	15322	15578	11070	12844	11689
63	30,0	12238	11690	11217	11744	11047	11001	11150	11898	10634	10851	10500	12963	11533	11927	11455	12262	11505	11738	12040	13287	13800	11877	11186	11367	10900	12504	11531	12563	12448	12881	16400	13348	11998	12016	11720	11148	11267	13064	11432	13278	11657	11654	12313	13353	13467	12883	13166	12128	11186	13037	11069	12599	13045	12368	12580	14012	12594	12500	12400	13180	11609	13192	12011	12823	12178	11750	13301	14217	14128	11410	13926	12656	11811	12451	11010	15706	12550	11762	11915	14879	14961	12259	12278	11601	11147	11954	10570	12624	11677	11575	11995	15242	15167	10931	13660	11195
84	30,0	12579	11643	10846	11790	11133	11128	10935	11659	10727	10680	10420	12696	11686	11883	11570	12256	11307	11783	11952	13212	13938	11422	11078	11310	11425	13198	11660	12234	12581	13857	16671	13228	12115	11394	11801	11373	12187	13175	11645	13118	11823	11903	12437	13348	12508	11261	16061	11639	11121	14886	11246	12793	12671	13407	12306	13657	12960	12647	14498	12133	12390	13450	11595	12725	12442	12570	12148	14323	14337	11912	13834	12670	11467	12496	11235	15818	12567	11991	12331	14545	14664	11640	12131	11505	11534	12085	10492	12735	12310	11225	11784	15213	15040	11280	12754	11040
105	30,0	13683	12110	10803	11670	11096	11030	11324	11227	10677	11245	9848	12371	11837	12205	11442	12266	11599	12506	13450	13166	13680	11182	10762	10947	14195	13086	11556	12448	12142	12380	14079	13118	12213	11685	11919	10689	10927	12693	11525	12539	11556	11587	12270	13053	12446	11351	15030	11647	10962	17307	10966	12878	13134	14057	11894	13585	12702	11652	11788	10836	12742	13014	11748	12824	11911	12748	11778	14786	14209	11503	12260	12183	11299	12438	11173	15825	13097	12257	12156	14631	14697	12141	12268	11341	11409	11865	10336	12792	12364	11300	12242	15135	14885	10873	12994	11298
126	30,0	13607	11673	10850	11705	11171	10826	11239	11024	10054	10122	9729	12345	12394	11813	11148	12409	11353	13659	13895	12669	13408	11260	11321	10465	12114	12762	11599	12243	12282	12325	12110	12790	12032	11975	11489	10469	11197	13024	11545	12480	11684	11727	13116	12869	12441	11113	12339	11442	11120	18210	10906	12816	12778	11514	11741	13756	13178	12003	12443	10637	11689	12397	11736	12499	12122	12810	12633	14329	14009	11863	12550	14336	11161	12435	10967	15674	13062	11851	11978	14631	14645	11548	12271	11109	11453	11767	10485	12620	12331	11059	11539	15233	14693	10751	14321	11500
147	30,0	12723	11661	10707	11363	11881	10685	11303	10951	10227	10622	9670	11161	11270	11627	11154	12371	11211	13833	14178	12765	13176	11094	10212	10543	11090	13221	11366	12179	12184	12082	12103	12676	12246	11294	10992	10330	11282	13152	11604	12993	11689	11898	12113	14028	12231	11400	15237	11207	11194	18677	10985	12804	12362	10434	11373	13454	13071	13856	13302	10609	11865	12926	11766	13535	12206	12601	13982	14103	14160	11309	13770	14287	11120	12309	10931	15473	13568	11983	12088	14755	14492	11294	12203	10892	11325	11860	10310	13167	13211	11388	11422	14945	14537	10775	15090	11007
168	30,0	14110	11336	10807	11558	10723	10589	10748	10708	9858	9783	9588	11153	11678	12112	11235	11895	11568	14674	11354	12649	13074	10708	10159	11004	13862	13211	11629	12066	12294	13195	16032	12368	11786	10882	10655	10291	17131	12537	11887	12436	11235	11413	11878	14579	12159	11218	13998	11144	10925	18480	10972	12403	13387	10502	15295	13871	12745	12696	11723	13368	11479	15889	11679	12399	11855	12373	15933	14352	13959	11449	11569	16452	11060	12224	10895	15516	12799	11543	11786	14709	14681	11669	12248	10867	11510	11744	10356	12863	12843	11315	11719	15196	14367	11325	12169	10943
189	30,0	14781	11520	10880	11180	10876	10856	10409	10907	9738	9785	9383	11223	11572	11927	11161	12145	11303	13687	10916	12237	12900	11013	13473	10012	11784	12378	11571	12005	12140	12020	12311	12469	11760	15120	10569	13547	12678	12945	11342	12454	11118	11698	11914	12408	12039	11080	11892	11139	10794	18393	10944	12450	16850	10445	11818	13965	12425	11464	11616	10464	11116	12217	11787	12572	11634	11555	14519	14332	14100	11180	11483	15798	11007	12322	11007	15391	12755	11793	12346	14638	14331	11371	11910	10720	11183	11764	10432	12533	12090	11079	11772	15009	14071	10714	11587	10735
210	30,0	15668	11555	10828	11244	10658	10424	9985	10555	9703	10083	9440	10527	11292	11463	11197	12073	11237	12576	10821	12006	12840	10744	10061	10161	11423	12445	11441	11968	11892	11911	15560	12406	11673	12102	10607	10015	10628	13178	11456	12365	11555	11775	11878	12372	12238	11211	10921	10984	10868	18142	10953	12681	12312	10428	13748	13910	12605	12069	13456	13900	12221	12260	11745	12705	11684	11534	14111	14141	13999	11512	11484	12142	10890	12269	11222	15291	14349	11562	11863	14671	14178	11943	12313	10764	11195	11416	10399	12573	11337	11276	11337	15195	14142	11641	11859	10717
231	30,0	15268	11507	10753	11385	10573	10435	9645	10926	9372	9445	13824	10353	11245	11590	11091	12076	11448	11384	10852	12455	12827	10650	15390	10334	12472	12793	11644	11881	12275	11995	11653	14165	11659	10686	10491	9726	11054	12398	11488	12282	11289	11778	12086	12443	12302	10821	10722	11240	10764	13240	11001	12293	12565	11785	11291	13956	12723	11706	11362	10374	11441	12342	11725	12384	11671	11694	12941	14118	13954	11469	11473	11708	10796	12137	10902	15405	13668	11698	11874	14467	14233	11253	11870	10733	11021	11891	10359	12400	11569	10969	11263	15090	13860	10846	11369	10903
252	30,0	12515	11111	10785	11613	10559	10678	9677	10883	9472	9743	9191	10421	11681	11281	10990	12099	11201	11389	10568	12047	12537	10466	9960	9705	11183	12187	11521	12222	12169	12146	11476	12316	11415	10619	10385	9768	10796	12972	11510	12281	11672	11887	12064	14211	11894	10597	10623	10948	10610	18023	11038	12360	14498	10497	11219	13172	12236	11483	11361	10690	11434	12304	11699	12421	11769	11738	12083	14109	14229	11140	11950	12385	10816	12142	10982	15376	11982	11618	11564	14445	14049	11332	12140	10686	10975	11723	10399	12253	11305	11409	11717	14814	13691	10414	11340	10919
273	30,0	11390	11162	10756	11096	10925	10337	9770	10674	9492	9399	9269	13743	11227	11622	11054	12148	11215	11185	10532	12149	12356	10731	9867	9773	10949	12516	11538	12011	12042	13094	11337	12472	11496	10785	10316	9697	10911	12293	11387	12254	11287	12035	12261	12321	12190	10536	10536	10750	10544	11982	11038	12602	13244	10606	11104	13344	12677	11441	11311	10221	11365	12128	11773	12288	11758	11503	11823	14376	13936	11222	11355	12148	10636	12215	10931	15199	13131	11485	11888	14387	14103	11200	11755	11155	11035	11491	10325	12354	11353	11670	11608	14940	13703	12098	11330	10784
294	30,1	11597	11361	10724	11023	10949	10319	9637	10389	9441	9512	10581	10185	11464	11021	11005	12002	11224	11208	10407	11935	12313	10426	9730	9869	10633	12357	11459	12042	12091	12034	11158	11896	11202	10787	10292	9665	19727	12497	11826	12194	11245	12032	12100	12578	12307	10370	10445	10864	10589	17108	10934	12580	12049	11224	11235	13532	12346	11482	11214	10258	11159	12146	11686	12437	11647	11446	11696	14046	13873	11176	11186	11542	10737	12195	10876	15386	11965	11643	11649	14424	13915	11101	11698	10822	10907	11728	10265	12066	11633	11284	11595	14944	13914	10360	11260	10754
315	30,0	11233	11294	10703	11582	10480	10190	9614	10396	9571	9707	10168	10362	11146	11236	11066	11935	11183	12010	10462	11974	12284	10352	11932	11071	10553	12448	11308	12038	12156	11924	11156	11804	11179	10775	15329	10335	11256	12126	11382	12118	11546	12020	11689	12480	12158	10386	10491	10789	10346	12723	11021	12249	12402	11136	11323	13002	12643	12393	11249	10308	11402	14837	11702	12021	11629	11523	11790	13996	13943	11263	11259	11340	10704	12004	11021	15278	11788	11627	12106	14214	13976	11128	11774	10807	11099	11777	10290	12429	11002	11362	11558	14879	13590	10447	11592	11024
336	30,1	12085	11211	10685	11029	10391	10349	9571	10483	9648	9901	9139	10295	11247	11142	11306	11995	10993	13290	10471	11910	12239	10625	10734	9848	10673	12340	11510	12021	12117	12353	11148	11779	11162	10446	10185	9620	10558	12079	11483	12440	11797	11786	12214	12362	12023	10310	10392	10743	10561	11933	10894	12255	12180	10272	12333	15050	12255	12013	11420	10121	11131	14857	11648	12260	11604	11498	11677	13982	13821	12329	11368	11368	10892	12115	11032	15182	12023	11527	11942	14367	14013	11051	12626	10799	10996	11521	10366	12136	11088	11557	11382	14718	13717	11358	11360	10731
357	30,0	11987	11284	10705	11069	10439	10573	11961	10444	9674	9700	9109	10924	11501	11615	11053	11839	11225	13576	10485	11341	12053	10431	9770	9539	10874	12173	11385	12124	12031	12590	17557	12089	11131	10158	10007	11127	10472	12388	11483	12122	11287	11659	11709	12277	12325	10274	10504	10696	10718	12094	10885	12437	11974	10693	11204	12885	12319	11445	11554	10715	11263	12086	11599	12219	11629	11461	11669	13965	13739	11238	11246	11284	10753	12121	10853	15004	13457	11472	11533	14250	13929	10977	11895	10669	11109	11571	10306	12058	12400	11122	11312	14872	13619	10296	14622	11062
378	30,0	11167	11308	10764	10526	10427	10312	9456	10392	9230	9685	9184	11734	11111	11176	11000	11801	11039	11112	10342	11649	12171	10618	16449	9618	12173	12218	11413	12005	11850	12349	11010	11551	10853	10722	10095	9637	10513	12035	11684	12120	11893	11996	12076	12338	11991	10167	10263	10620	10635	11920	10984	12408	12060	10369	11250	13060	12381	11521	13403	10215	11253	12163	11718	12147	11574	11398	18195	13841	13689	11159	11232	11299	10712	12016	10950	15192	11785	11494	11635	14094	13947	11192	11622	10600	10882	11935	10274	12238	11519	11212	11153	15084	13852	10346	11290	10694
399	30,0	12507	11225	10687	10818	10525	10015	9476	10358	9513	9676	8996	11535	11224	11017	11069	11990	12088	12523	10432	11812	12021	10609	9671	11967	10745	12222	11577	12026	12233	12070	10834	11618	10865	10861	10078	12841	10559	12264	11444	12025	11268	11723	12660	12288	11923	10192	10276	10726	10504	13010	11141	12328	12238	10366	11062	13198	12275	11440	11414	10104	11185	12046	11815	12102	11576	11374	11729	13819	13579	11116	11310	11196	10736	12220	10862	15157	11652	11511	11591	14081	13918	11001	11684	10761	10999	11448	10295	12171	11820	11171	11314	14724	13791	10864	11419	10487
420	30,0	11215	11402	10591	10859	10208	10083	9575	10383	9399	9626	9661	10258	11199	11030	10974	12362	11316	12150	10133	11987	11972	10280	9774	9624	11283	11991	11419	11836	12336	11729	12441	11545	10943	10517	13201	9476	10476	12051	11442	12090	11230	11520	11568	12109	11780	10241	10405	10781	10846	14615	10923	12305	18438	10193	14601	13060	12347	12070	11374	10212	11208	12160	11661	12215	11542	11422	11496	14161	13662	11640	13826	11203	11077	12052	10952	15096	11860	11639	12006	14231	13860	10994	11680	10637	10748	11661	10232	12254	11338	11184	11276	14752	13696	10305	11243	10366
441	30,0	12061	11042	10699	10708	10234	9865	12116	10325	9569	9354	9096	10160	11093	11957	10978	12385	11428	13720	10162	11544	11953	10386	9638	9481	10658	12163	11451	11861	12343	11730	14593	11591	10854	10743	9887	9588	12228	12141	11410	12119	11314	11626	11583	12268	11861	10112	10383	10400	10866	12606	10801	12392	11993	10247	11014	12877	12340	11473	11128	10028	12938	12012	11624	12303	11428	11370	11452	13924	13784	11127	11412	11162	10722	11979	10873	15009	11754	11557	11684	14412	13788	11112	11601	10621	10882	11627	10361	12079	10988	10969	11242	14840	13763	10227	14580	10837
